Sabadell,Granada,8,Sabadell,1978-1979,2ª,1,1
Alaves,Valladolid,8,Alaves,1978-1979,2ª,1,2
Dptivo. Coruña,Real Madrid B,8,Dptivo. Coruña,1978-1979,2ª,3,5
Elche,Almeria (A.D.),8,Elche,1978-1979,2ª,3,0
Murcia,Castellon,8,Murcia,1978-1979,2ª,1,1
Algeciras,Ferrol,8,Algeciras,1978-1979,2ª,2,0
Getafe,Betis,8,Getafe,1978-1979,2ª,0,0
Malaga (C.D.),Terrassa,8,Malaga (C.D.),1978-1979,2ª,0,0
Jaen,Osasuna,8,Jaen,1978-1979,2ª,4,2
Barakaldo,Sabadell,9,Barakaldo,1978-1979,2ª,1,0
Granada,Alaves,9,Granada,1978-1979,2ª,1,0
Valladolid,Dptivo. Coruña,9,Valladolid,1978-1979,2ª,1,0
Real Madrid B,Elche,9,Real Madrid B,1978-1979,2ª,2,1
Almeria (A.D.),Murcia,9,Almeria (A.D.),1978-1979,2ª,3,1
Castellon,Algeciras,9,Castellon,1978-1979,2ª,0,0
Ferrol,Getafe,9,Ferrol,1978-1979,2ª,1,3
Betis,Malaga (C.D.),9,Betis,1978-1979,2ª,2,1
Terrassa,Jaen,9,Terrassa,1978-1979,2ª,0,2
Cadiz,Osasuna,9,Cadiz,1978-1979,2ª,3,1
Sabadell,Cadiz,10,Sabadell,1978-1979,2ª,1,1
Alaves,Barakaldo,10,Alaves,1978-1979,2ª,2,0
Dptivo. Coruña,Granada,10,Dptivo. Coruña,1978-1979,2ª,0,3
Elche,Valladolid,10,Elche,1978-1979,2ª,2,0
Murcia,Real Madrid B,10,Murcia,1978-1979,2ª,0,1
Algeciras,Almeria (A.D.),10,Algeciras,1978-1979,2ª,2,1
Getafe,Castellon,10,Getafe,1978-1979,2ª,2,2
Malaga (C.D.),Ferrol,10,Malaga (C.D.),1978-1979,2ª,1,0
Jaen,Betis,10,Jaen,1978-1979,2ª,2,2
Osasuna,Terrassa,10,Osasuna,1978-1979,2ª,3,0
Sabadell,Alaves,11,Sabadell,1978-1979,2ª,1,1
Barakaldo,Dptivo. Coruña,11,Barakaldo,1978-1979,2ª,0,0
Granada,Elche,11,Granada,1978-1979,2ª,1,0
Valladolid,Murcia,11,Valladolid,1978-1979,2ª,1,0
Real Madrid B,Algeciras,11,Real Madrid B,1978-1979,2ª,1,0
Almeria (A.D.),Getafe,11,Almeria (A.D.),1978-1979,2ª,3,1
Castellon,Malaga (C.D.),11,Castellon,1978-1979,2ª,0,0
Ferrol,Jaen,11,Ferrol,1978-1979,2ª,4,0
Betis,Osasuna,11,Betis,1978-1979,2ª,0,0
Cadiz,Terrassa,11,Cadiz,1978-1979,2ª,0,0
Alaves,Cadiz,12,Alaves,1978-1979,2ª,1,0
Dptivo. Coruña,Sabadell,12,Dptivo. Coruña,1978-1979,2ª,2,0
Elche,Barakaldo,12,Elche,1978-1979,2ª,2,0
Murcia,Granada,12,Murcia,1978-1979,2ª,2,2
Algeciras,Valladolid,12,Algeciras,1978-1979,2ª,1,0
Getafe,Real Madrid B,12,Getafe,1978-1979,2ª,3,1
Malaga (C.D.),Almeria (A.D.),12,Malaga (C.D.),1978-1979,2ª,0,0
Jaen,Castellon,12,Jaen,1978-1979,2ª,1,0
Osasuna,Ferrol,12,Osasuna,1978-1979,2ª,4,0
Terrassa,Betis,12,Terrassa,1978-1979,2ª,1,0
Alaves,Dptivo. Coruña,13,Alaves,1978-1979,2ª,1,0
Sabadell,Elche,13,Sabadell,1978-1979,2ª,3,3
Barakaldo,Murcia,13,Barakaldo,1978-1979,2ª,4,0
Granada,Algeciras,13,Granada,1978-1979,2ª,2,1
Valladolid,Getafe,13,Valladolid,1978-1979,2ª,2,0
Real Madrid B,Malaga (C.D.),13,Real Madrid B,1978-1979,2ª,0,1
Almeria (A.D.),Jaen,13,Almeria (A.D.),1978-1979,2ª,2,1
Castellon,Osasuna,13,Castellon,1978-1979,2ª,1,0
Ferrol,Terrassa,13,Ferrol,1978-1979,2ª,0,1
Cadiz,Betis,13,Cadiz,1978-1979,2ª,1,2
Dptivo. Coruña,Cadiz,14,Dptivo. Coruña,1978-1979,2ª,4,1
Elche,Alaves,14,Elche,1978-1979,2ª,1,4
Murcia,Sabadell,14,Murcia,1978-1979,2ª,0,2
Algeciras,Barakaldo,14,Algeciras,1978-1979,2ª,1,0
Getafe,Granada,14,Getafe,1978-1979,2ª,2,1
Malaga (C.D.),Valladolid,14,Malaga (C.D.),1978-1979,2ª,0,0
Jaen,Real Madrid B,14,Jaen,1978-1979,2ª,1,0
Osasuna,Almeria (A.D.),14,Osasuna,1978-1979,2ª,1,0
Terrassa,Castellon,14,Terrassa,1978-1979,2ª,1,1
Betis,Ferrol,14,Betis,1978-1979,2ª,3,1
Dptivo. Coruña,Elche,15,Dptivo. Coruña,1978-1979,2ª,0,0
Alaves,Murcia,15,Alaves,1978-1979,2ª,0,0
Sabadell,Algeciras,15,Sabadell,1978-1979,2ª,2,2
Barakaldo,Getafe,15,Barakaldo,1978-1979,2ª,2,0
Granada,Malaga (C.D.),15,Granada,1978-1979,2ª,2,1
Valladolid,Jaen,15,Valladolid,1978-1979,2ª,2,1
Real Madrid B,Osasuna,15,Real Madrid B,1978-1979,2ª,2,0
Almeria (A.D.),Terrassa,15,Almeria (A.D.),1978-1979,2ª,3,0
Castellon,Betis,15,Castellon,1978-1979,2ª,3,2
Cadiz,Ferrol,15,Cadiz,1978-1979,2ª,2,1
Elche,Cadiz,16,Elche,1978-1979,2ª,3,0
Murcia,Dptivo. Coruña,16,Murcia,1978-1979,2ª,1,0
Algeciras,Alaves,16,Algeciras,1978-1979,2ª,2,1
Getafe,Sabadell,16,Getafe,1978-1979,2ª,2,1
Malaga (C.D.),Barakaldo,16,Malaga (C.D.),1978-1979,2ª,2,1
Jaen,Granada,16,Jaen,1978-1979,2ª,0,0
Osasuna,Valladolid,16,Osasuna,1978-1979,2ª,0,0
Terrassa,Real Madrid B,16,Terrassa,1978-1979,2ª,0,0
Betis,Almeria (A.D.),16,Betis,1978-1979,2ª,4,0
Ferrol,Castellon,16,Ferrol,1978-1979,2ª,2,1
Elche,Murcia,17,Elche,1978-1979,2ª,1,0
Dptivo. Coruña,Algeciras,17,Dptivo. Coruña,1978-1979,2ª,5,1
Alaves,Getafe,17,Alaves,1978-1979,2ª,2,0
Sabadell,Malaga (C.D.),17,Sabadell,1978-1979,2ª,1,0
Barakaldo,Jaen,17,Barakaldo,1978-1979,2ª,0,0
Granada,Osasuna,17,Granada,1978-1979,2ª,2,0
Valladolid,Terrassa,17,Valladolid,1978-1979,2ª,2,1
Real Madrid B,Betis,17,Real Madrid B,1978-1979,2ª,1,3
Almeria (A.D.),Ferrol,17,Almeria (A.D.),1978-1979,2ª,1,0
Cadiz,Castellon,17,Cadiz,1978-1979,2ª,3,2
Cadiz,Murcia,18,Cadiz,1978-1979,2ª,2,0
Algeciras,Elche,18,Algeciras,1978-1979,2ª,0,3
Getafe,Dptivo. Coruña,18,Getafe,1978-1979,2ª,2,1
Malaga (C.D.),Alaves,18,Malaga (C.D.),1978-1979,2ª,2,0
Jaen,Sabadell,18,Jaen,1978-1979,2ª,0,1
Osasuna,Barakaldo,18,Osasuna,1978-1979,2ª,3,1
Terrassa,Granada,18,Terrassa,1978-1979,2ª,4,2
Betis,Valladolid,18,Betis,1978-1979,2ª,1,0
Ferrol,Real Madrid B,18,Ferrol,1978-1979,2ª,0,1
Castellon,Almeria (A.D.),18,Castellon,1978-1979,2ª,3,0
Murcia,Algeciras,19,Murcia,1978-1979,2ª,3,2
Elche,Getafe,19,Elche,1978-1979,2ª,1,1
Dptivo. Coruña,Malaga (C.D.),19,Dptivo. Coruña,1978-1979,2ª,1,1
Alaves,Jaen,19,Alaves,1978-1979,2ª,4,0
Sabadell,Osasuna,19,Sabadell,1978-1979,2ª,2,0
Barakaldo,Terrassa,19,Barakaldo,1978-1979,2ª,1,0
Granada,Betis,19,Granada,1978-1979,2ª,1,0
Valladolid,Ferrol,19,Valladolid,1978-1979,2ª,7,1
Real Madrid B,Castellon,19,Real Madrid B,1978-1979,2ª,0,1
Almeria (A.D.),Cadiz,19,Almeria (A.D.),1978-1979,2ª,1,1
Real Madrid B,Almeria (A.D.),20,Real Madrid B,1978-1979,2ª,4,3
Valladolid,Castellon,20,Valladolid,1978-1979,2ª,3,1
Granada,Ferrol,20,Granada,1978-1979,2ª,1,0
Barakaldo,Betis,20,Barakaldo,1978-1979,2ª,1,0
Sabadell,Terrassa,20,Sabadell,1978-1979,2ª,1,1
Alaves,Osasuna,20,Alaves,1978-1979,2ª,1,0
Dptivo. Coruña,Jaen,20,Dptivo. Coruña,1978-1979,2ª,2,1
Elche,Malaga (C.D.),20,Elche,1978-1979,2ª,2,1
Murcia,Getafe,20,Murcia,1978-1979,2ª,1,0
Algeciras,Cadiz,20,Algeciras,1978-1979,2ª,1,1
Cadiz,Real Madrid B,21,Cadiz,1978-1979,2ª,0,0
Almeria (A.D.),Valladolid,21,Almeria (A.D.),1978-1979,2ª,2,1
Castellon,Granada,21,Castellon,1978-1979,2ª,1,1
Ferrol,Barakaldo,21,Ferrol,1978-1979,2ª,1,2
Betis,Sabadell,21,Betis,1978-1979,2ª,5,1
Terrassa,Alaves,21,Terrassa,1978-1979,2ª,1,0
Osasuna,Dptivo. Coruña,21,Osasuna,1978-1979,2ª,4,0
Jaen,Elche,21,Jaen,1978-1979,2ª,1,0
Malaga (C.D.),Murcia,21,Malaga (C.D.),1978-1979,2ª,1,0
Getafe,Algeciras,21,Getafe,1978-1979,2ª,4,2
Valladolid,Real Madrid B,22,Valladolid,1978-1979,2ª,1,0
Granada,Almeria (A.D.),22,Granada,1978-1979,2ª,3,1
Barakaldo,Castellon,22,Barakaldo,1978-1979,2ª,0,0
Sabadell,Ferrol,22,Sabadell,1978-1979,2ª,3,0
Alaves,Betis,22,Alaves,1978-1979,2ª,5,2
Dptivo. Coruña,Terrassa,22,Dptivo. Coruña,1978-1979,2ª,1,0
Elche,Osasuna,22,Elche,1978-1979,2ª,3,0
Murcia,Jaen,22,Murcia,1978-1979,2ª,1,1
Algeciras,Malaga (C.D.),22,Algeciras,1978-1979,2ª,1,0
Getafe,Cadiz,22,Getafe,1978-1979,2ª,4,1
Cadiz,Valladolid,23,Cadiz,1978-1979,2ª,0,0
Real Madrid B,Granada,23,Real Madrid B,1978-1979,2ª,0,0
Almeria (A.D.),Barakaldo,23,Almeria (A.D.),1978-1979,2ª,2,0
Castellon,Sabadell,23,Castellon,1978-1979,2ª,0,0
Ferrol,Alaves,23,Ferrol,1978-1979,2ª,1,0
Betis,Dptivo. Coruña,23,Betis,1978-1979,2ª,2,1
Terrassa,Elche,23,Terrassa,1978-1979,2ª,0,2
Osasuna,Murcia,23,Osasuna,1978-1979,2ª,0,1
Jaen,Algeciras,23,Jaen,1978-1979,2ª,1,0
Malaga (C.D.),Getafe,23,Malaga (C.D.),1978-1979,2ª,2,0
Granada,Valladolid,24,Granada,1978-1979,2ª,2,0
Barakaldo,Real Madrid B,24,Barakaldo,1978-1979,2ª,1,1
Sabadell,Almeria (A.D.),24,Sabadell,1978-1979,2ª,2,1
Alaves,Castellon,24,Alaves,1978-1979,2ª,1,1
Dptivo. Coruña,Ferrol,24,Dptivo. Coruña,1978-1979,2ª,2,1
Elche,Betis,24,Elche,1978-1979,2ª,0,0
Murcia,Terrassa,24,Murcia,1978-1979,2ª,2,0
Algeciras,Osasuna,24,Algeciras,1978-1979,2ª,2,2
Getafe,Jaen,24,Getafe,1978-1979,2ª,2,0
Malaga (C.D.),Cadiz,24,Malaga (C.D.),1978-1979,2ª,2,0
Cadiz,Granada,25,Cadiz,1978-1979,2ª,0,0
Valladolid,Barakaldo,25,Valladolid,1978-1979,2ª,2,0
Real Madrid B,Sabadell,25,Real Madrid B,1978-1979,2ª,3,1
Almeria (A.D.),Alaves,25,Almeria (A.D.),1978-1979,2ª,3,1
Castellon,Dptivo. Coruña,25,Castellon,1978-1979,2ª,2,0
Ferrol,Elche,25,Ferrol,1978-1979,2ª,1,1
Betis,Murcia,25,Betis,1978-1979,2ª,3,0
Terrassa,Algeciras,25,Terrassa,1978-1979,2ª,0,0
Osasuna,Getafe,25,Osasuna,1978-1979,2ª,2,1
Jaen,Malaga (C.D.),25,Jaen,1978-1979,2ª,0,0
Barakaldo,Granada,26,Barakaldo,1978-1979,2ª,3,1
Sabadell,Valladolid,26,Sabadell,1978-1979,2ª,1,1
Alaves,Real Madrid B,26,Alaves,1978-1979,2ª,1,0
Dptivo. Coruña,Almeria (A.D.),26,Dptivo. Coruña,1978-1979,2ª,0,0
Elche,Castellon,26,Elche,1978-1979,2ª,2,0
Murcia,Ferrol,26,Murcia,1978-1979,2ª,0,0
Algeciras,Betis,26,Algeciras,1978-1979,2ª,0,0
Getafe,Terrassa,26,Getafe,1978-1979,2ª,2,0
Malaga (C.D.),Osasuna,26,Malaga (C.D.),1978-1979,2ª,1,0
Jaen,Cadiz,26,Jaen,1978-1979,2ª,2,3
Cadiz,Barakaldo,27,Cadiz,1978-1979,2ª,5,4
Granada,Sabadell,27,Granada,1978-1979,2ª,3,1
Valladolid,Alaves,27,Valladolid,1978-1979,2ª,1,0
Real Madrid B,Dptivo. Coruña,27,Real Madrid B,1978-1979,2ª,1,0
Almeria (A.D.),Elche,27,Almeria (A.D.),1978-1979,2ª,2,0
Castellon,Murcia,27,Castellon,1978-1979,2ª,3,1
Ferrol,Algeciras,27,Ferrol,1978-1979,2ª,0,0
Betis,Getafe,27,Betis,1978-1979,2ª,2,2
Terrassa,Malaga (C.D.),27,Terrassa,1978-1979,2ª,2,2
Osasuna,Jaen,27,Osasuna,1978-1979,2ª,4,2
Sabadell,Barakaldo,28,Sabadell,1978-1979,2ª,2,0
Alaves,Granada,28,Alaves,1978-1979,2ª,1,0
Dptivo. Coruña,Valladolid,28,Dptivo. Coruña,1978-1979,2ª,2,0
Elche,Real Madrid B,28,Elche,1978-1979,2ª,2,1
Murcia,Almeria (A.D.),28,Murcia,1978-1979,2ª,1,4
Algeciras,Castellon,28,Algeciras,1978-1979,2ª,1,1
Getafe,Ferrol,28,Getafe,1978-1979,2ª,5,0
Malaga (C.D.),Betis,28,Malaga (C.D.),1978-1979,2ª,3,0
Jaen,Terrassa,28,Jaen,1978-1979,2ª,1,1
Osasuna,Cadiz,28,Osasuna,1978-1979,2ª,2,0
Cadiz,Sabadell,29,Cadiz,1978-1979,2ª,3,1
Barakaldo,Alaves,29,Barakaldo,1978-1979,2ª,0,0
Granada,Dptivo. Coruña,29,Granada,1978-1979,2ª,1,1
Valladolid,Elche,29,Valladolid,1978-1979,2ª,0,1
Real Madrid B,Murcia,29,Real Madrid B,1978-1979,2ª,4,0
Almeria (A.D.),Algeciras,29,Almeria (A.D.),1978-1979,2ª,2,1
Castellon,Getafe,29,Castellon,1978-1979,2ª,1,3
Ferrol,Malaga (C.D.),29,Ferrol,1978-1979,2ª,0,1
Betis,Jaen,29,Betis,1978-1979,2ª,1,0
Terrassa,Osasuna,29,Terrassa,1978-1979,2ª,2,4
Alaves,Sabadell,30,Alaves,1978-1979,2ª,2,1
Dptivo. Coruña,Barakaldo,30,Dptivo. Coruña,1978-1979,2ª,1,0
Elche,Granada,30,Elche,1978-1979,2ª,0,0
Murcia,Valladolid,30,Murcia,1978-1979,2ª,4,2
Algeciras,Real Madrid B,30,Algeciras,1978-1979,2ª,3,0
Getafe,Almeria (A.D.),30,Getafe,1978-1979,2ª,1,0
Malaga (C.D.),Castellon,30,Malaga (C.D.),1978-1979,2ª,2,0
Jaen,Ferrol,30,Jaen,1978-1979,2ª,3,0
Osasuna,Betis,30,Osasuna,1978-1979,2ª,3,1
Terrassa,Cadiz,30,Terrassa,1978-1979,2ª,0,1
Cadiz,Alaves,31,Cadiz,1978-1979,2ª,1,1
Sabadell,Dptivo. Coruña,31,Sabadell,1978-1979,2ª,0,1
Barakaldo,Elche,31,Barakaldo,1978-1979,2ª,0,0
Granada,Murcia,31,Granada,1978-1979,2ª,3,0
Valladolid,Algeciras,31,Valladolid,1978-1979,2ª,2,0
Real Madrid B,Getafe,31,Real Madrid B,1978-1979,2ª,1,0
Almeria (A.D.),Malaga (C.D.),31,Almeria (A.D.),1978-1979,2ª,3,0
Castellon,Jaen,31,Castellon,1978-1979,2ª,4,2
Ferrol,Osasuna,31,Ferrol,1978-1979,2ª,1,0
Betis,Terrassa,31,Betis,1978-1979,2ª,1,2
Dptivo. Coruña,Alaves,32,Dptivo. Coruña,1978-1979,2ª,1,1
Elche,Sabadell,32,Elche,1978-1979,2ª,3,1
Murcia,Barakaldo,32,Murcia,1978-1979,2ª,2,1
Algeciras,Granada,32,Algeciras,1978-1979,2ª,1,0
Getafe,Valladolid,32,Getafe,1978-1979,2ª,2,1
Malaga (C.D.),Real Madrid B,32,Malaga (C.D.),1978-1979,2ª,2,1
Jaen,Almeria (A.D.),32,Jaen,1978-1979,2ª,2,2
Osasuna,Castellon,32,Osasuna,1978-1979,2ª,1,1
Terrassa,Ferrol,32,Terrassa,1978-1979,2ª,6,1
Betis,Cadiz,32,Betis,1978-1979,2ª,0,0
Cadiz,Dptivo. Coruña,33,Cadiz,1978-1979,2ª,1,0
Alaves,Elche,33,Alaves,1978-1979,2ª,0,0
Sabadell,Murcia,33,Sabadell,1978-1979,2ª,3,1
Barakaldo,Algeciras,33,Barakaldo,1978-1979,2ª,1,0
Granada,Getafe,33,Granada,1978-1979,2ª,5,0
Valladolid,Malaga (C.D.),33,Valladolid,1978-1979,2ª,2,0
Real Madrid B,Jaen,33,Real Madrid B,1978-1979,2ª,1,1
Almeria (A.D.),Osasuna,33,Almeria (A.D.),1978-1979,2ª,3,0
Castellon,Terrassa,33,Castellon,1978-1979,2ª,3,0
Ferrol,Betis,33,Ferrol,1978-1979,2ª,0,2
Elche,Dptivo. Coruña,34,Elche,1978-1979,2ª,0,1
Murcia,Alaves,34,Murcia,1978-1979,2ª,2,2
Algeciras,Sabadell,34,Algeciras,1978-1979,2ª,0,2
Getafe,Barakaldo,34,Getafe,1978-1979,2ª,3,0
Malaga (C.D.),Granada,34,Malaga (C.D.),1978-1979,2ª,2,0
Jaen,Valladolid,34,Jaen,1978-1979,2ª,3,1
Osasuna,Real Madrid B,34,Osasuna,1978-1979,2ª,1,0
Terrassa,Almeria (A.D.),34,Terrassa,1978-1979,2ª,1,3
Betis,Castellon,34,Betis,1978-1979,2ª,2,1
Ferrol,Cadiz,34,Ferrol,1978-1979,2ª,0,4
Cadiz,Elche,35,Cadiz,1978-1979,2ª,2,1
Dptivo. Coruña,Murcia,35,Dptivo. Coruña,1978-1979,2ª,0,0
Alaves,Algeciras,35,Alaves,1978-1979,2ª,2,0
Sabadell,Getafe,35,Sabadell,1978-1979,2ª,4,2
Barakaldo,Malaga (C.D.),35,Barakaldo,1978-1979,2ª,0,1
Granada,Jaen,35,Granada,1978-1979,2ª,0,0
Valladolid,Osasuna,35,Valladolid,1978-1979,2ª,0,0
Real Madrid B,Terrassa,35,Real Madrid B,1978-1979,2ª,2,0
Almeria (A.D.),Betis,35,Almeria (A.D.),1978-1979,2ª,2,1
Castellon,Ferrol,35,Castellon,1978-1979,2ª,3,0
Murcia,Elche,36,Murcia,1978-1979,2ª,1,1
Algeciras,Dptivo. Coruña,36,Algeciras,1978-1979,2ª,2,1
Getafe,Alaves,36,Getafe,1978-1979,2ª,2,1
Malaga (C.D.),Sabadell,36,Malaga (C.D.),1978-1979,2ª,1,1
Jaen,Barakaldo,36,Jaen,1978-1979,2ª,3,0
Osasuna,Granada,36,Osasuna,1978-1979,2ª,2,0
Terrassa,Valladolid,36,Terrassa,1978-1979,2ª,2,5
Betis,Real Madrid B,36,Betis,1978-1979,2ª,5,0
Ferrol,Almeria (A.D.),36,Ferrol,1978-1979,2ª,0,2
Castellon,Cadiz,36,Castellon,1978-1979,2ª,3,2
Murcia,Cadiz,37,Murcia,1978-1979,2ª,2,1
Elche,Algeciras,37,Elche,1978-1979,2ª,5,1
Dptivo. Coruña,Getafe,37,Dptivo. Coruña,1978-1979,2ª,3,0
Alaves,Malaga (C.D.),37,Alaves,1978-1979,2ª,2,0
Sabadell,Jaen,37,Sabadell,1978-1979,2ª,4,0
Barakaldo,Osasuna,37,Barakaldo,1978-1979,2ª,3,0
Granada,Terrassa,37,Granada,1978-1979,2ª,1,1
Valladolid,Betis,37,Valladolid,1978-1979,2ª,1,0
Real Madrid B,Ferrol,37,Real Madrid B,1978-1979,2ª,7,0
Almeria (A.D.),Castellon,37,Almeria (A.D.),1978-1979,2ª,3,0
Algeciras,Murcia,38,Algeciras,1978-1979,2ª,0,1
Getafe,Elche,38,Getafe,1978-1979,2ª,1,1
Malaga (C.D.),Dptivo. Coruña,38,Malaga (C.D.),1978-1979,2ª,3,0
Jaen,Alaves,38,Jaen,1978-1979,2ª,1,0
Osasuna,Sabadell,38,Osasuna,1978-1979,2ª,1,1
Terrassa,Barakaldo,38,Terrassa,1978-1979,2ª,1,1
Betis,Granada,38,Betis,1978-1979,2ª,2,1
Ferrol,Valladolid,38,Ferrol,1978-1979,2ª,0,1
Castellon,Real Madrid B,38,Castellon,1978-1979,2ª,4,1
Cadiz,Almeria (A.D.),38,Cadiz,1978-1979,2ª,1,0
Burgos,Malaga (C.D.),1,Burgos,1979-1980,1ª,1,0
Sporting Gijon,Sevilla,1,Sporting Gijon,1979-1980,1ª,2,1
Hercules,At. Madrid,1,Hercules,1979-1980,1ª,2,3
Real Sociedad,Las Palmas,1,Real Sociedad,1979-1980,1ª,1,0
Salamanca,Ath. Bilbao,1,Salamanca,1979-1980,1ª,2,1
Real Madrid,Valencia,1,Real Madrid,1979-1980,1ª,3,1
Betis,Rayo Vallecano,1,Betis,1979-1980,1ª,1,2
Zaragoza,Barcelona,1,Zaragoza,1979-1980,1ª,2,2
Espanyol,Almeria (A.D.),1,Espanyol,1979-1980,1ª,5,2
Malaga (C.D.),Espanyol,2,Malaga (C.D.),1979-1980,1ª,1,2
Sevilla,Burgos,2,Sevilla,1979-1980,1ª,6,1
At. Madrid,Sporting Gijon,2,At. Madrid,1979-1980,1ª,1,3
Las Palmas,Hercules,2,Las Palmas,1979-1980,1ª,2,1
Ath. Bilbao,Real Sociedad,2,Ath. Bilbao,1979-1980,1ª,0,1
Valencia,Salamanca,2,Valencia,1979-1980,1ª,2,2
Rayo Vallecano,Real Madrid,2,Rayo Vallecano,1979-1980,1ª,1,2
Barcelona,Betis,2,Barcelona,1979-1980,1ª,5,0
Almeria (A.D.),Zaragoza,2,Almeria (A.D.),1979-1980,1ª,1,0
Malaga (C.D.),Sevilla,3,Malaga (C.D.),1979-1980,1ª,2,1
Burgos,At. Madrid,3,Burgos,1979-1980,1ª,1,1
Sporting Gijon,Las Palmas,3,Sporting Gijon,1979-1980,1ª,4,1
Hercules,Ath. Bilbao,3,Hercules,1979-1980,1ª,2,1
Real Sociedad,Valencia,3,Real Sociedad,1979-1980,1ª,0,0
Salamanca,Rayo Vallecano,3,Salamanca,1979-1980,1ª,3,0
Real Madrid,Barcelona,3,Real Madrid,1979-1980,1ª,3,2
Betis,Almeria (A.D.),3,Betis,1979-1980,1ª,0,0
Espanyol,Zaragoza,3,Espanyol,1979-1980,1ª,2,0
Sevilla,Espanyol,4,Sevilla,1979-1980,1ª,2,1
At. Madrid,Malaga (C.D.),4,At. Madrid,1979-1980,1ª,0,0
Las Palmas,Burgos,4,Las Palmas,1979-1980,1ª,2,1
Ath. Bilbao,Sporting Gijon,4,Ath. Bilbao,1979-1980,1ª,2,3
Valencia,Hercules,4,Valencia,1979-1980,1ª,0,0
Rayo Vallecano,Real Sociedad,4,Rayo Vallecano,1979-1980,1ª,1,1
Barcelona,Salamanca,4,Barcelona,1979-1980,1ª,0,0
Almeria (A.D.),Real Madrid,4,Almeria (A.D.),1979-1980,1ª,1,1
Zaragoza,Betis,4,Zaragoza,1979-1980,1ª,5,1
Sevilla,At. Madrid,5,Sevilla,1979-1980,1ª,2,2
Malaga (C.D.),Las Palmas,5,Malaga (C.D.),1979-1980,1ª,1,0
Burgos,Ath. Bilbao,5,Burgos,1979-1980,1ª,1,1
Sporting Gijon,Valencia,5,Sporting Gijon,1979-1980,1ª,4,2
Hercules,Rayo Vallecano,5,Hercules,1979-1980,1ª,2,2
Real Sociedad,Barcelona,5,Real Sociedad,1979-1980,1ª,4,3
Salamanca,Almeria (A.D.),5,Salamanca,1979-1980,1ª,2,1
Real Madrid,Zaragoza,5,Real Madrid,1979-1980,1ª,3,2
Espanyol,Betis,5,Espanyol,1979-1980,1ª,0,0
At. Madrid,Espanyol,6,At. Madrid,1979-1980,1ª,1,1
Las Palmas,Sevilla,6,Las Palmas,1979-1980,1ª,2,0
Ath. Bilbao,Malaga (C.D.),6,Ath. Bilbao,1979-1980,1ª,3,1
Valencia,Burgos,6,Valencia,1979-1980,1ª,3,1
Rayo Vallecano,Sporting Gijon,6,Rayo Vallecano,1979-1980,1ª,1,2
Barcelona,Hercules,6,Barcelona,1979-1980,1ª,2,0
Almeria (A.D.),Real Sociedad,6,Almeria (A.D.),1979-1980,1ª,0,0
Zaragoza,Salamanca,6,Zaragoza,1979-1980,1ª,1,2
Betis,Real Madrid,6,Betis,1979-1980,1ª,2,3
At. Madrid,Las Palmas,7,At. Madrid,1979-1980,1ª,0,0
Sevilla,Ath. Bilbao,7,Sevilla,1979-1980,1ª,3,1
Malaga (C.D.),Valencia,7,Malaga (C.D.),1979-1980,1ª,2,1
Burgos,Rayo Vallecano,7,Burgos,1979-1980,1ª,1,1
Sporting Gijon,Barcelona,7,Sporting Gijon,1979-1980,1ª,4,1
Hercules,Almeria (A.D.),7,Hercules,1979-1980,1ª,4,0
Real Sociedad,Zaragoza,7,Real Sociedad,1979-1980,1ª,2,1
Salamanca,Betis,7,Salamanca,1979-1980,1ª,3,0
Espanyol,Real Madrid,7,Espanyol,1979-1980,1ª,0,0
Las Palmas,Espanyol,8,Las Palmas,1979-1980,1ª,1,0
Ath. Bilbao,At. Madrid,8,Ath. Bilbao,1979-1980,1ª,2,1
Valencia,Sevilla,8,Valencia,1979-1980,1ª,2,1
Rayo Vallecano,Malaga (C.D.),8,Rayo Vallecano,1979-1980,1ª,5,1
Barcelona,Burgos,8,Barcelona,1979-1980,1ª,1,0
Almeria (A.D.),Sporting Gijon,8,Almeria (A.D.),1979-1980,1ª,0,0
Zaragoza,Hercules,8,Zaragoza,1979-1980,1ª,1,0
Betis,Real Sociedad,8,Betis,1979-1980,1ª,1,1
Real Madrid,Salamanca,8,Real Madrid,1979-1980,1ª,2,0
Las Palmas,Ath. Bilbao,9,Las Palmas,1979-1980,1ª,1,1
At. Madrid,Valencia,9,At. Madrid,1979-1980,1ª,0,1
Sevilla,Rayo Vallecano,9,Sevilla,1979-1980,1ª,1,1
Malaga (C.D.),Barcelona,9,Malaga (C.D.),1979-1980,1ª,0,0
Burgos,Almeria (A.D.),9,Burgos,1979-1980,1ª,2,1
Sporting Gijon,Zaragoza,9,Sporting Gijon,1979-1980,1ª,1,4
Hercules,Betis,9,Hercules,1979-1980,1ª,1,1
Real Sociedad,Real Madrid,9,Real Sociedad,1979-1980,1ª,4,0
Espanyol,Salamanca,9,Espanyol,1979-1980,1ª,1,1
Ath. Bilbao,Espanyol,10,Ath. Bilbao,1979-1980,1ª,2,0
Valencia,Las Palmas,10,Valencia,1979-1980,1ª,4,0
Rayo Vallecano,At. Madrid,10,Rayo Vallecano,1979-1980,1ª,4,1
Barcelona,Sevilla,10,Barcelona,1979-1980,1ª,0,0
Almeria (A.D.),Malaga (C.D.),10,Almeria (A.D.),1979-1980,1ª,3,2
Zaragoza,Burgos,10,Zaragoza,1979-1980,1ª,5,0
