3;Granada;1972-1973;1ª;2;10;False;False;False;False;False
3;Zaragoza;1972-1973;1ª;6;1;False;False;False;True;False
3;Barcelona;1972-1973;1ª;6;2;False;False;False;True;False
3;Dptivo. Coruna;1972-1973;1ª;0;18;False;False;True;False;False
3;At. Madrid;1972-1973;1ª;4;7;False;False;False;False;False
3;Valencia;1972-1973;1ª;4;8;False;False;False;False;False
3;Las Palmas;1972-1973;1ª;4;5;False;False;False;False;True
3;Oviedo;1972-1973;1ª;0;16;False;False;False;False;False
3;Sporting Gijon;1972-1973;1ª;2;11;False;False;False;False;False
3;Betis;1972-1973;1ª;0;15;False;False;False;False;False
3;Castellon;1972-1973;1ª;0;17;False;False;False;False;False
3;Real Madrid;1972-1973;1ª;6;3;False;False;False;True;False
3;Celta;1972-1973;1ª;2;13;False;False;False;False;False
3;Espanyol;1972-1973;1ª;6;4;False;False;False;True;False
3;Malaga (C.D.);1972-1973;1ª;4;9;False;False;False;False;False
3;Ath. Bilbao;1972-1973;1ª;4;6;False;False;False;False;True
3;Burgos;1972-1973;1ª;2;14;False;False;False;False;False
3;Real Sociedad;1972-1973;1ª;2;12;False;False;False;False;False
4;Granada;1972-1973;1ª;2;15;False;False;False;False;False
4;Zaragoza;1972-1973;1ª;8;1;False;False;False;True;False
4;Barcelona;1972-1973;1ª;8;2;False;False;False;True;False
4;Dptivo. Coruna;1972-1973;1ª;2;17;False;False;False;False;False
4;At. Madrid;1972-1973;1ª;6;5;False;False;False;False;True
4;Valencia;1972-1973;1ª;4;8;False;False;False;False;False
4;Las Palmas;1972-1973;1ª;4;9;False;False;False;False;False
4;Oviedo;1972-1973;1ª;2;11;False;False;False;False;False
4;Sporting Gijon;1972-1973;1ª;2;12;False;False;False;False;False
4;Betis;1972-1973;1ª;0;18;False;False;True;False;False
4;Castellon;1972-1973;1ª;2;16;False;False;False;False;False
4;Real Madrid;1972-1973;1ª;6;6;False;False;False;False;True
4;Celta;1972-1973;1ª;2;13;False;False;False;False;False
4;Espanyol;1972-1973;1ª;8;3;False;False;False;True;False
4;Malaga (C.D.);1972-1973;1ª;6;7;False;False;False;False;False
4;Ath. Bilbao;1972-1973;1ª;6;4;False;False;False;True;False
4;Burgos;1972-1973;1ª;2;14;False;False;False;False;False
4;Real Sociedad;1972-1973;1ª;2;10;False;False;False;False;False
5;Granada;1972-1973;1ª;2;14;False;False;False;False;False
5;Zaragoza;1972-1973;1ª;10;1;False;False;False;True;False
5;Barcelona;1972-1973;1ª;10;2;False;False;False;True;False
5;Dptivo. Coruna;1972-1973;1ª;2;17;False;False;False;False;False
5;At. Madrid;1972-1973;1ª;6;5;False;False;False;False;True
5;Valencia;1972-1973;1ª;6;6;False;False;False;False;True
5;Las Palmas;1972-1973;1ª;6;7;False;False;False;False;False
5;Oviedo;1972-1973;1ª;2;16;False;False;False;False;False
5;Sporting Gijon;1972-1973;1ª;4;10;False;False;False;False;False
5;Betis;1972-1973;1ª;2;18;False;False;True;False;False
5;Castellon;1972-1973;1ª;4;12;False;False;False;False;False
5;Real Madrid;1972-1973;1ª;6;8;False;False;False;False;False
5;Celta;1972-1973;1ª;4;11;False;False;False;False;False
5;Espanyol;1972-1973;1ª;10;3;False;False;False;True;False
5;Malaga (C.D.);1972-1973;1ª;6;9;False;False;False;False;False
5;Ath. Bilbao;1972-1973;1ª;6;4;False;False;False;True;False
5;Burgos;1972-1973;1ª;2;13;False;False;False;False;False
5;Real Sociedad;1972-1973;1ª;2;15;False;False;False;False;False
6;Granada;1972-1973;1ª;2;15;False;False;False;False;False
6;Zaragoza;1972-1973;1ª;12;1;False;False;False;True;False
6;Barcelona;1972-1973;1ª;12;2;False;False;False;True;False
6;Dptivo. Coruna;1972-1973;1ª;4;13;False;False;False;False;False
6;At. Madrid;1972-1973;1ª;6;8;False;False;False;False;False
6;Valencia;1972-1973;1ª;8;5;False;False;False;False;True
6;Las Palmas;1972-1973;1ª;6;10;False;False;False;False;False
6;Oviedo;1972-1973;1ª;2;16;False;False;False;False;False
6;Sporting Gijon;1972-1973;1ª;4;11;False;False;False;False;False
6;Betis;1972-1973;1ª;2;18;False;False;True;False;False
6;Castellon;1972-1973;1ª;4;14;False;False;False;False;False
6;Real Madrid;1972-1973;1ª;8;6;False;False;False;False;True
6;Celta;1972-1973;1ª;6;9;False;False;False;False;False
6;Espanyol;1972-1973;1ª;10;3;False;False;False;True;False
6;Malaga (C.D.);1972-1973;1ª;8;7;False;False;False;False;False
6;Ath. Bilbao;1972-1973;1ª;8;4;False;False;False;True;False
6;Burgos;1972-1973;1ª;2;17;False;False;False;False;False
6;Real Sociedad;1972-1973;1ª;4;12;False;False;False;False;False
7;Granada;1972-1973;1ª;2;17;False;False;False;False;False
7;Zaragoza;1972-1973;1ª;12;2;False;False;False;True;False
7;Barcelona;1972-1973;1ª;14;1;False;False;False;True;False
7;Dptivo. Coruna;1972-1973;1ª;6;12;False;False;False;False;False
7;At. Madrid;1972-1973;1ª;8;8;False;False;False;False;False
7;Valencia;1972-1973;1ª;8;6;False;False;False;False;True
7;Las Palmas;1972-1973;1ª;6;11;False;False;False;False;False
7;Oviedo;1972-1973;1ª;4;15;False;False;False;False;False
7;Sporting Gijon;1972-1973;1ª;6;9;False;False;False;False;False
7;Betis;1972-1973;1ª;2;18;False;False;True;False;False
7;Castellon;1972-1973;1ª;4;16;False;False;False;False;False
7;Real Madrid;1972-1973;1ª;10;5;False;False;False;False;True
7;Celta;1972-1973;1ª;6;10;False;False;False;False;False
7;Espanyol;1972-1973;1ª;12;3;False;False;False;True;False
7;Malaga (C.D.);1972-1973;1ª;10;4;False;False;False;True;False
7;Ath. Bilbao;1972-1973;1ª;8;7;False;False;False;False;False
7;Burgos;1972-1973;1ª;4;14;False;False;False;False;False
7;Real Sociedad;1972-1973;1ª;4;13;False;False;False;False;False
8;Granada;1972-1973;1ª;4;16;False;False;False;False;False
8;Zaragoza;1972-1973;1ª;12;3;False;False;False;True;False
8;Barcelona;1972-1973;1ª;14;1;False;False;False;True;False
8;Dptivo. Coruna;1972-1973;1ª;8;10;False;False;False;False;False
8;At. Madrid;1972-1973;1ª;10;5;False;False;False;False;True
8;Valencia;1972-1973;1ª;10;4;False;False;False;True;False
8;Las Palmas;1972-1973;1ª;6;14;False;False;False;False;False
8;Oviedo;1972-1973;1ª;6;13;False;False;False;False;False
8;Sporting Gijon;1972-1973;1ª;6;11;False;False;False;False;False
8;Betis;1972-1973;1ª;2;18;False;False;True;False;False
8;Castellon;1972-1973;1ª;6;15;False;False;False;False;False
8;Real Madrid;1972-1973;1ª;10;7;False;False;False;False;False
8;Celta;1972-1973;1ª;8;9;False;False;False;False;False
8;Espanyol;1972-1973;1ª;14;2;False;False;False;True;False
8;Malaga (C.D.);1972-1973;1ª;10;6;False;False;False;False;True
8;Ath. Bilbao;1972-1973;1ª;8;8;False;False;False;False;False
8;Burgos;1972-1973;1ª;4;17;False;False;False;False;False
8;Real Sociedad;1972-1973;1ª;6;12;False;False;False;False;False
9;Granada;1972-1973;1ª;6;13;False;False;False;False;False
9;Zaragoza;1972-1973;1ª;14;2;False;False;False;True;False
9;Barcelona;1972-1973;1ª;14;3;False;False;False;True;False
9;Dptivo. Coruna;1972-1973;1ª;8;9;False;False;False;False;False
9;At. Madrid;1972-1973;1ª;12;4;False;False;False;True;False
9;Valencia;1972-1973;1ª;10;7;False;False;False;False;False
9;Las Palmas;1972-1973;1ª;6;17;False;False;False;False;False
9;Oviedo;1972-1973;1ª;6;15;False;False;False;False;False
9;Sporting Gijon;1972-1973;1ª;6;12;False;False;False;False;False
9;Betis;1972-1973;1ª;4;18;False;False;True;False;False
9;Castellon;1972-1973;1ª;8;11;False;False;False;False;False
9;Real Madrid;1972-1973;1ª;12;5;False;False;False;False;True
9;Celta;1972-1973;1ª;8;10;False;False;False;False;False
9;Espanyol;1972-1973;1ª;16;1;False;False;False;True;False
9;Malaga (C.D.);1972-1973;1ª;12;6;False;False;False;False;True
9;Ath. Bilbao;1972-1973;1ª;8;8;False;False;False;False;False
9;Burgos;1972-1973;1ª;6;16;False;False;False;False;False
9;Real Sociedad;1972-1973;1ª;6;14;False;False;False;False;False
10;Granada;1972-1973;1ª;6;15;False;False;False;False;False
10;Zaragoza;1972-1973;1ª;14;4;False;False;False;True;False
10;Barcelona;1972-1973;1ª;16;2;False;False;False;True;False
10;Dptivo. Coruna;1972-1973;1ª;8;13;False;False;False;False;False
10;At. Madrid;1972-1973;1ª;14;3;False;False;False;True;False
10;Valencia;1972-1973;1ª;10;8;False;False;False;False;False
10;Las Palmas;1972-1973;1ª;8;12;False;False;False;False;False
10;Oviedo;1972-1973;1ª;6;17;False;False;False;False;False
10;Sporting Gijon;1972-1973;1ª;6;14;False;False;False;False;False
10;Betis;1972-1973;1ª;6;16;False;False;False;False;False
10;Castellon;1972-1973;1ª;8;11;False;False;False;False;False
10;Real Madrid;1972-1973;1ª;14;5;False;False;False;False;True
10;Celta;1972-1973;1ª;8;10;False;False;False;False;False
10;Espanyol;1972-1973;1ª;18;1;False;False;False;True;False
10;Malaga (C.D.);1972-1973;1ª;14;6;False;False;False;False;True
10;Ath. Bilbao;1972-1973;1ª;10;7;False;False;False;False;False
10;Burgos;1972-1973;1ª;6;18;False;False;True;False;False
10;Real Sociedad;1972-1973;1ª;8;9;False;False;False;False;False
11;Granada;1972-1973;1ª;8;12;False;False;False;False;False
11;Zaragoza;1972-1973;1ª;14;4;False;False;False;True;False
11;Barcelona;1972-1973;1ª;18;2;False;False;False;True;False
11;Dptivo. Coruna;1972-1973;1ª;8;16;False;False;False;False;False
11;At. Madrid;1972-1973;1ª;14;5;False;False;False;False;True
11;Valencia;1972-1973;1ª;12;7;False;False;False;False;False
11;Las Palmas;1972-1973;1ª;10;10;False;False;False;False;False
11;Oviedo;1972-1973;1ª;6;17;False;False;False;False;False
11;Sporting Gijon;1972-1973;1ª;8;11;False;False;False;False;False
11;Betis;1972-1973;1ª;8;13;False;False;False;False;False
11;Castellon;1972-1973;1ª;8;15;False;False;False;False;False
11;Real Madrid;1972-1973;1ª;14;6;False;False;False;False;True
11;Celta;1972-1973;1ª;8;14;False;False;False;False;False
11;Espanyol;1972-1973;1ª;20;1;False;False;False;True;False
11;Malaga (C.D.);1972-1973;1ª;16;3;False;False;False;True;False
11;Ath. Bilbao;1972-1973;1ª;10;8;False;False;False;False;False
11;Burgos;1972-1973;1ª;6;18;False;False;True;False;False
11;Real Sociedad;1972-1973;1ª;10;9;False;False;False;False;False
12;Granada;1972-1973;1ª;10;10;False;False;False;False;False
12;Zaragoza;1972-1973;1ª;16;4;False;False;False;True;False
12;Barcelona;1972-1973;1ª;20;2;False;False;False;True;False
12;Dptivo. Coruna;1972-1973;1ª;8;17;False;False;False;False;False
12;At. Madrid;1972-1973;1ª;16;5;False;False;False;False;True
12;Valencia;1972-1973;1ª;12;7;False;False;False;False;False
12;Las Palmas;1972-1973;1ª;10;12;False;False;False;False;False
12;Oviedo;1972-1973;1ª;8;16;False;False;False;False;False
12;Sporting Gijon;1972-1973;1ª;8;13;False;False;False;False;False
12;Betis;1972-1973;1ª;10;11;False;False;False;False;False
12;Castellon;1972-1973;1ª;8;15;False;False;False;False;False
12;Real Madrid;1972-1973;1ª;16;6;False;False;False;False;True
12;Celta;1972-1973;1ª;8;14;False;False;False;False;False
12;Espanyol;1972-1973;1ª;20;1;False;False;False;True;False
12;Malaga (C.D.);1972-1973;1ª;18;3;False;False;False;True;False
12;Ath. Bilbao;1972-1973;1ª;10;9;False;False;False;False;False
12;Burgos;1972-1973;1ª;6;18;False;False;True;False;False
12;Real Sociedad;1972-1973;1ª;12;8;False;False;False;False;False
13;Granada;1972-1973;1ª;12;10;False;False;False;False;False
13;Zaragoza;1972-1973;1ª;16;6;False;False;False;False;True
13;Barcelona;1972-1973;1ª;22;1;False;False;False;True;False
13;Dptivo. Coruna;1972-1973;1ª;10;14;False;False;False;False;False
13;At. Madrid;1972-1973;1ª;18;3;False;False;False;True;False
13;Valencia;1972-1973;1ª;14;7;False;False;False;False;False
13;Las Palmas;1972-1973;1ª;10;13;False;False;False;False;False
13;Oviedo;1972-1973;1ª;8;17;False;False;False;False;False
13;Sporting Gijon;1972-1973;1ª;8;15;False;False;False;False;False
13;Betis;1972-1973;1ª;10;11;False;False;False;False;False
13;Castellon;1972-1973;1ª;10;12;False;False;False;False;False
13;Real Madrid;1972-1973;1ª;18;4;False;False;False;True;False
13;Celta;1972-1973;1ª;8;16;False;False;False;False;False
13;Espanyol;1972-1973;1ª;20;2;False;False;False;True;False
13;Malaga (C.D.);1972-1973;1ª;18;5;False;False;False;False;True
13;Ath. Bilbao;1972-1973;1ª;12;9;False;False;False;False;False
13;Burgos;1972-1973;1ª;6;18;False;False;True;False;False
13;Real Sociedad;1972-1973;1ª;14;8;False;False;False;False;False
14;Granada;1972-1973;1ª;12;10;False;False;False;False;False
14;Zaragoza;1972-1973;1ª;16;6;False;False;False;False;True
14;Barcelona;1972-1973;1ª;22;2;False;False;False;True;False
14;Dptivo. Coruna;1972-1973;1ª;10;17;False;False;False;False;False
14;At. Madrid;1972-1973;1ª;20;3;False;False;False;True;False
14;Valencia;1972-1973;1ª;14;9;False;False;False;False;False
14;Las Palmas;1972-1973;1ª;12;12;False;False;False;False;False
14;Oviedo;1972-1973;1ª;10;16;False;False;False;False;False
14;Sporting Gijon;1972-1973;1ª;10;13;False;False;False;False;False
14;Betis;1972-1973;1ª;10;14;False;False;False;False;False
14;Castellon;1972-1973;1ª;12;11;False;False;False;False;False
14;Real Madrid;1972-1973;1ª;18;5;False;False;False;False;True
14;Celta;1972-1973;1ª;10;15;False;False;False;False;False
14;Espanyol;1972-1973;1ª;22;1;False;False;False;True;False
14;Malaga (C.D.);1972-1973;1ª;18;4;False;False;False;True;False
14;Ath. Bilbao;1972-1973;1ª;14;8;False;False;False;False;False
14;Burgos;1972-1973;1ª;6;18;False;False;True;False;False
14;Real Sociedad;1972-1973;1ª;16;7;False;False;False;False;False
15;Granada;1972-1973;1ª;12;10;False;False;False;False;False
15;Zaragoza;1972-1973;1ª;18;6;False;False;False;False;True
15;Barcelona;1972-1973;1ª;24;1;False;False;False;True;False
15;Dptivo. Coruna;1972-1973;1ª;12;14;False;False;False;False;False
15;At. Madrid;1972-1973;1ª;22;3;False;False;False;True;False
15;Valencia;1972-1973;1ª;16;7;False;False;False;False;False
15;Las Palmas;1972-1973;1ª;12;13;False;False;False;False;False
15;Oviedo;1972-1973;1ª;10;17;False;False;False;False;False
15;Sporting Gijon;1972-1973;1ª;10;15;False;False;False;False;False
15;Betis;1972-1973;1ª;10;16;False;False;False;False;False
15;Castellon;1972-1973;1ª;12;11;False;False;False;False;False
15;Real Madrid;1972-1973;1ª;20;4;False;False;False;True;False
15;Celta;1972-1973;1ª;12;12;False;False;False;False;False
15;Espanyol;1972-1973;1ª;22;2;False;False;False;True;False
15;Malaga (C.D.);1972-1973;1ª;20;5;False;False;False;False;True
15;Ath. Bilbao;1972-1973;1ª;16;8;False;False;False;False;False
15;Burgos;1972-1973;1ª;6;18;False;False;True;False;False
15;Real Sociedad;1972-1973;1ª;16;9;False;False;False;False;False
16;Granada;1972-1973;1ª;12;14;False;False;False;False;False
16;Zaragoza;1972-1973;1ª;20;6;False;False;False;False;True
16;Barcelona;1972-1973;1ª;26;1;False;False;False;True;False
16;Dptivo. Coruna;1972-1973;1ª;12;15;False;False;False;False;False
16;At. Madrid;1972-1973;1ª;22;2;False;False;False;True;False
16;Valencia;1972-1973;1ª;18;7;False;False;False;False;False
16;Las Palmas;1972-1973;1ª;14;11;False;False;False;False;False
16;Oviedo;1972-1973;1ª;10;17;False;False;False;False;False
16;Sporting Gijon;1972-1973;1ª;10;16;False;False;False;False;False
16;Betis;1972-1973;1ª;12;12;False;False;False;False;False
16;Castellon;1972-1973;1ª;14;10;False;False;False;False;False
16;Real Madrid;1972-1973;1ª;20;5;False;False;False;False;True
16;Celta;1972-1973;1ª;12;13;False;False;False;False;False
16;Espanyol;1972-1973;1ª;22;3;False;False;False;True;False
16;Malaga (C.D.);1972-1973;1ª;22;4;False;False;False;True;False
16;Ath. Bilbao;1972-1973;1ª;16;9;False;False;False;False;False
16;Burgos;1972-1973;1ª;8;18;False;False;True;False;False
16;Real Sociedad;1972-1973;1ª;18;8;False;False;False;False;False
17;Granada;1972-1973;1ª;14;12;False;False;False;False;False
17;Zaragoza;1972-1973;1ª;20;6;False;False;False;False;True
17;Barcelona;1972-1973;1ª;28;1;False;False;False;True;False
17;Dptivo. Coruna;1972-1973;1ª;12;16;False;False;False;False;False
17;At. Madrid;1972-1973;1ª;24;2;False;False;False;True;False
17;Valencia;1972-1973;1ª;18;7;False;False;False;False;False
17;Las Palmas;1972-1973;1ª;16;10;False;False;False;False;False
17;Oviedo;1972-1973;1ª;12;15;False;False;False;False;False
17;Sporting Gijon;1972-1973;1ª;10;17;False;False;False;False;False
17;Betis;1972-1973;1ª;14;11;False;False;False;False;False
17;Castellon;1972-1973;1ª;14;13;False;False;False;False;False
17;Real Madrid;1972-1973;1ª;22;4;False;False;False;True;False
17;Celta;1972-1973;1ª;12;14;False;False;False;False;False
17;Espanyol;1972-1973;1ª;24;3;False;False;False;True;False
17;Malaga (C.D.);1972-1973;1ª;22;5;False;False;False;False;True
17;Ath. Bilbao;1972-1973;1ª;18;8;False;False;False;False;False
17;Burgos;1972-1973;1ª;8;18;False;False;True;False;False
17;Real Sociedad;1972-1973;1ª;18;9;False;False;False;False;False
18;Granada;1972-1973;1ª;14;13;False;False;False;False;False
18;Zaragoza;1972-1973;1ª;22;6;False;False;False;False;True
18;Barcelona;1972-1973;1ª;30;1;False;False;False;True;False
18;Dptivo. Coruna;1972-1973;1ª;12;16;False;False;False;False;False
18;At. Madrid;1972-1973;1ª;26;3;False;False;False;True;False
18;Valencia;1972-1973;1ª;18;9;False;False;False;False;False
18;Las Palmas;1972-1973;1ª;16;11;False;False;False;False;False
18;Oviedo;1972-1973;1ª;14;12;False;False;False;False;False
18;Sporting Gijon;1972-1973;1ª;10;17;False;False;False;False;False
18;Betis;1972-1973;1ª;16;10;False;False;False;False;False
18;Castellon;1972-1973;1ª;14;14;False;False;False;False;False
18;Real Madrid;1972-1973;1ª;24;4;False;False;False;True;False
18;Celta;1972-1973;1ª;12;15;False;False;False;False;False
18;Espanyol;1972-1973;1ª;26;2;False;False;False;True;False
18;Malaga (C.D.);1972-1973;1ª;22;5;False;False;False;False;True
18;Ath. Bilbao;1972-1973;1ª;20;8;False;False;False;False;False
18;Burgos;1972-1973;1ª;8;18;False;False;True;False;False
18;Real Sociedad;1972-1973;1ª;20;7;False;False;False;False;False
19;Granada;1972-1973;1ª;16;12;False;False;False;False;False
19;Zaragoza;1972-1973;1ª;22;6;False;False;False;False;True
19;Barcelona;1972-1973;1ª;30;1;False;False;False;True;False
19;Dptivo. Coruna;1972-1973;1ª;12;17;False;False;False;False;False
19;At. Madrid;1972-1973;1ª;28;2;False;False;False;True;False
19;Valencia;1972-1973;1ª;20;7;False;False;False;False;False
19;Las Palmas;1972-1973;1ª;18;10;False;False;False;False;False
19;Oviedo;1972-1973;1ª;14;14;False;False;False;False;False
19;Sporting Gijon;1972-1973;1ª;12;16;False;False;False;False;False
19;Betis;1972-1973;1ª;16;11;False;False;False;False;False
19;Castellon;1972-1973;1ª;16;13;False;False;False;False;False
19;Real Madrid;1972-1973;1ª;24;4;False;False;False;True;False
19;Celta;1972-1973;1ª;14;15;False;False;False;False;False
19;Espanyol;1972-1973;1ª;26;3;False;False;False;True;False
19;Malaga (C.D.);1972-1973;1ª;24;5;False;False;False;False;True
19;Ath. Bilbao;1972-1973;1ª;20;8;False;False;False;False;False
19;Burgos;1972-1973;1ª;10;18;False;False;True;False;False
19;Real Sociedad;1972-1973;1ª;20;9;False;False;False;False;False
20;Granada;1972-1973;1ª;18;11;False;False;False;False;False
20;Zaragoza;1972-1973;1ª;24;6;False;False;False;False;True
20;Barcelona;1972-1973;1ª;32;1;False;False;False;True;False
20;Dptivo. Coruna;1972-1973;1ª;12;17;False;False;False;False;False
20;At. Madrid;1972-1973;1ª;28;3;False;False;False;True;False
20;Valencia;1972-1973;1ª;20;8;False;False;False;False;False
20;Las Palmas;1972-1973;1ª;18;13;False;False;False;False;False
20;Oviedo;1972-1973;1ª;14;14;False;False;False;False;False
20;Sporting Gijon;1972-1973;1ª;12;16;False;False;False;False;False
20;Betis;1972-1973;1ª;18;10;False;False;False;False;False
20;Castellon;1972-1973;1ª;18;12;False;False;False;False;False
20;Real Madrid;1972-1973;1ª;26;4;False;False;False;True;False
20;Celta;1972-1973;1ª;14;15;False;False;False;False;False
20;Espanyol;1972-1973;1ª;28;2;False;False;False;True;False
20;Malaga (C.D.);1972-1973;1ª;26;5;False;False;False;False;True
20;Ath. Bilbao;1972-1973;1ª;20;9;False;False;False;False;False
20;Burgos;1972-1973;1ª;10;18;False;False;True;False;False
20;Real Sociedad;1972-1973;1ª;22;7;False;False;False;False;False
21;Granada;1972-1973;1ª;20;9;False;False;False;False;False
21;Zaragoza;1972-1973;1ª;24;6;False;False;False;False;True
21;Barcelona;1972-1973;1ª;34;1;False;False;False;True;False
21;Dptivo. Coruna;1972-1973;1ª;14;17;False;False;False;False;False
21;At. Madrid;1972-1973;1ª;28;4;False;False;False;True;False
21;Valencia;1972-1973;1ª;22;7;False;False;False;False;False
21;Las Palmas;1972-1973;1ª;18;13;False;False;False;False;False
21;Oviedo;1972-1973;1ª;14;16;False;False;False;False;False
21;Sporting Gijon;1972-1973;1ª;14;15;False;False;False;False;False
21;Betis;1972-1973;1ª;18;12;False;False;False;False;False
21;Castellon;1972-1973;1ª;20;11;False;False;False;False;False
21;Real Madrid;1972-1973;1ª;28;3;False;False;False;True;False
21;Celta;1972-1973;1ª;16;14;False;False;False;False;False
21;Espanyol;1972-1973;1ª;30;2;False;False;False;True;False
21;Malaga (C.D.);1972-1973;1ª;26;5;False;False;False;False;True
21;Ath. Bilbao;1972-1973;1ª;20;10;False;False;False;False;False
21;Burgos;1972-1973;1ª;10;18;False;False;True;False;False
21;Real Sociedad;1972-1973;1ª;22;8;False;False;False;False;False
22;Granada;1972-1973;1ª;22;9;False;False;False;False;False
22;Zaragoza;1972-1973;1ª;24;6;False;False;False;False;True
22;Barcelona;1972-1973;1ª;36;1;False;False;False;True;False
22;Dptivo. Coruna;1972-1973;1ª;16;17;False;False;False;False;False
22;At. Madrid;1972-1973;1ª;28;4;False;False;False;True;False
22;Valencia;1972-1973;1ª;22;7;False;False;False;False;False
22;Las Palmas;1972-1973;1ª;18;14;False;False;False;False;False
22;Oviedo;1972-1973;1ª;16;16;False;False;False;False;False
22;Sporting Gijon;1972-1973;1ª;16;15;False;False;False;False;False
22;Betis;1972-1973;1ª;18;12;False;False;False;False;False
22;Castellon;1972-1973;1ª;22;11;False;False;False;False;False
22;Real Madrid;1972-1973;1ª;28;3;False;False;False;True;False
22;Celta;1972-1973;1ª;18;13;False;False;False;False;False
22;Espanyol;1972-1973;1ª;32;2;False;False;False;True;False
22;Malaga (C.D.);1972-1973;1ª;26;5;False;False;False;False;True
22;Ath. Bilbao;1972-1973;1ª;22;8;False;False;False;False;False
22;Burgos;1972-1973;1ª;10;18;False;False;True;False;False
22;Real Sociedad;1972-1973;1ª;22;10;False;False;False;False;False
23;Granada;1972-1973;1ª;22;10;False;False;False;False;False
23;Zaragoza;1972-1973;1ª;26;6;False;False;False;False;True
23;Barcelona;1972-1973;1ª;36;1;False;False;False;True;False
23;Dptivo. Coruna;1972-1973;1ª;16;17;False;False;False;False;False
23;At. Madrid;1972-1973;1ª;30;4;False;False;False;True;False
23;Valencia;1972-1973;1ª;22;8;False;False;False;False;False
23;Las Palmas;1972-1973;1ª;20;12;False;False;False;False;False
23;Oviedo;1972-1973;1ª;18;15;False;False;False;False;False
23;Sporting Gijon;1972-1973;1ª;18;13;False;False;False;False;False
23;Betis;1972-1973;1ª;18;14;False;False;False;False;False
23;Castellon;1972-1973;1ª;24;7;False;False;False;False;False
23;Real Madrid;1972-1973;1ª;30;3;False;False;False;True;False
23;Celta;1972-1973;1ª;18;16;False;False;False;False;False
23;Espanyol;1972-1973;1ª;34;2;False;False;False;True;False
23;Malaga (C.D.);1972-1973;1ª;26;5;False;False;False;False;True
23;Ath. Bilbao;1972-1973;1ª;22;9;False;False;False;False;False
23;Burgos;1972-1973;1ª;12;18;False;False;True;False;False
23;Real Sociedad;1972-1973;1ª;22;11;False;False;False;False;False
24;Granada;1972-1973;1ª;22;10;False;False;False;False;False
24;Zaragoza;1972-1973;1ª;28;5;False;False;False;False;True
24;Barcelona;1972-1973;1ª;38;1;False;False;False;True;False
24;Dptivo. Coruna;1972-1973;1ª;16;17;False;False;False;False;False
24;At. Madrid;1972-1973;1ª;32;3;False;False;False;True;False
24;Valencia;1972-1973;1ª;22;8;False;False;False;False;False
24;Las Palmas;1972-1973;1ª;22;12;False;False;False;False;False
24;Oviedo;1972-1973;1ª;20;14;False;False;False;False;False
24;Sporting Gijon;1972-1973;1ª;18;16;False;False;False;False;False
24;Betis;1972-1973;1ª;20;13;False;False;False;False;False
24;Castellon;1972-1973;1ª;26;7;False;False;False;False;False
24;Real Madrid;1972-1973;1ª;30;4;False;False;False;True;False
24;Celta;1972-1973;1ª;20;15;False;False;False;False;False
24;Espanyol;1972-1973;1ª;36;2;False;False;False;True;False
